


[ INCOMING ],				2023-07-24 17:56:25,				recieveArduino,						GS-1-40-0-0
[ INCOMING ],				2023-07-24 17:56:25,				recieveArduino,						GS-1-50-0-0
[ INCOMING ],				2023-07-24 17:56:26,				recieveArduino,						GS-1-60-0-0
[ INCOMING ],				2023-07-24 17:56:26,				recieveArduino,						GS-1-70-0-0
[ INCOMING ],				2023-07-24 17:56:26,				recieveArduino,						GS-1-80-0-0
[ INCOMING ],				2023-07-24 17:56:27,				recieveArduino,						GS-1-90-0-0
[ INCOMING ],				2023-07-24 17:56:27,				recieveArduino,						GS-1-100-0-0
[ INCOMING ],				2023-07-24 17:56:27,				recieveArduino,						GS-1-110-0-0
[ INCOMING ],				2023-07-24 17:56:27,				recieveArduino,						GS-1-120-0-0
[ INCOMING ],				2023-07-24 17:56:28,				recieveArduino,						GS-1-130-0-42
[ INCOMING ],				2023-07-24 17:56:28,				recieveArduino,						GS-1-140-0-30
[ INCOMING ],				2023-07-24 17:56:28,				recieveArduino,						GS-1-150-0-19
[ INCOMING ],				2023-07-24 17:56:28,				recieveArduino,						GS-1-160-0-32
[ INCOMING ],				2023-07-24 17:56:29,				recieveArduino,						GS-1-170-27-18
[ INCOMING ],				2023-07-24 17:56:29,				recieveArduino,						GS-1-180-40-23
[ INCOMING ],				2023-07-24 17:56:29,				recieveArduino,						SS,80
[ INCOMING ],				2023-07-24 17:56:30,				recieveArduino,						GS-2-170-42-0
[ INCOMING ],				2023-07-24 17:56:30,				recieveArduino,						GS-2-160-0-0
[ INCOMING ],				2023-07-24 17:56:30,				recieveArduino,						GS-2-150-0-0
[ INCOMING ],				2023-07-24 17:56:30,				recieveArduino,						GS-2-140-0-0
[ INCOMING ],				2023-07-24 17:56:31,				recieveArduino,						GS-2-130-0-0
[ INCOMING ],				2023-07-24 17:56:31,				recieveArduino,						GS-2-120-0-0
[ INCOMING ],				2023-07-24 17:56:31,				recieveArduino,						GS-2-110-0-0
[ INCOMING ],				2023-07-24 17:56:31,				recieveArduino,						GS-2-100-0-0
[ INCOMING ],				2023-07-24 17:56:32,				recieveArduino,						GS-2-90-0-0
[ INCOMING ],				2023-07-24 17:56:32,				recieveArduino,						GS-2-80-0-0
[ INCOMING ],				2023-07-24 17:56:32,				recieveArduino,						GS-2-70-0-0
[ INCOMING ],				2023-07-24 17:56:33,				recieveArduino,						GS-2-60-0-0
[ INCOMING ],				2023-07-24 17:56:33,				recieveArduino,						GS-2-50-0-0
[ INCOMING ],				2023-07-24 17:56:33,				recieveArduino,						GS-2-40-0-0
[ INCOMING ],				2023-07-24 17:56:33,				recieveArduino,						GS-2-30-0-0
[ INCOMING ],				2023-07-24 17:56:34,				recieveArduino,						GS-2-20-0-0
[ INCOMING ],				2023-07-24 17:56:34,				recieveArduino,						GS-2-10-0-0
[ INCOMING ],				2023-07-24 17:56:35,				recieveArduino,						GS-3-10-0-0
[ INCOMING ],				2023-07-24 17:56:35,				recieveArduino,						GS-3-20-0-0
[ INCOMING ],				2023-07-24 17:56:36,				recieveArduino,						GS-3-30-0-0
[ INCOMING ],				2023-07-24 17:56:36,				recieveArduino,						GS-3-40-0-0
[ INCOMING ],				2023-07-24 17:56:36,				recieveArduino,						GS-3-50-0-0
[ INCOMING ],				2023-07-24 17:56:36,				recieveArduino,						GS-3-60-0-0
[ INCOMING ],				2023-07-24 17:56:37,				recieveArduino,						GS-3-70-0-0
[ INCOMING ],				2023-07-24 17:56:37,				recieveArduino,						GS-3-80-0-0
[ INCOMING ],				2023-07-24 17:56:37,				recieveArduino,						GS-3-90-0-0
[ INCOMING ],				2023-07-24 17:56:37,				recieveArduino,						GS-3-100-0-0
[ INCOMING ],				2023-07-24 17:56:38,				recieveArduino,						GS-3-110-45-0
[ INCOMING ],				2023-07-24 17:56:38,				recieveArduino,						GS-3-120-0-39
[ INCOMING ],				2023-07-24 17:56:38,				recieveArduino,						GS-3-130-41-33
[ INCOMING ],				2023-07-24 17:56:38,				recieveArduino,						GS-3-140-36-33
[ INCOMING ],				2023-07-24 17:56:39,				recieveArduino,						GS-3-150-37-36
[ INCOMING ],				2023-07-24 17:56:39,				recieveArduino,						GS-3-160-33-18
[ INCOMING ],				2023-07-24 17:56:39,				recieveArduino,						GS-3-170-32-28
[ INCOMING ],				2023-07-24 17:56:39,				recieveArduino,						GS-3-180-36-30
[ INCOMING ],				2023-07-24 17:56:39,				recieveArduino,						SS,70
[ INCOMING ],				2023-07-24 17:56:40,				recieveArduino,						GS-4-170-37-38
[ INCOMING ],				2023-07-24 17:56:40,				recieveArduino,						GS-4-160-37-39
[ INCOMING ],				2023-07-24 17:56:41,				recieveArduino,						GS-4-150-40-38
[ INCOMING ],				2023-07-24 17:56:41,				recieveArduino,						GS-4-140-41-42
[ INCOMING ],				2023-07-24 17:56:41,				recieveArduino,						GS-4-130-42-42
[ INCOMING ],				2023-07-24 17:56:41,				recieveArduino,						GS-4-120-43-41
[ INCOMING ],				2023-07-24 17:56:42,				recieveArduino,						GS-4-110-43-42
[ INCOMING ],				2023-07-24 17:56:42,				recieveArduino,						GS-4-100-43-41
[ INCOMING ],				2023-07-24 17:56:42,				recieveArduino,						GS-4-90-43-42
[ INCOMING ],				2023-07-24 17:56:42,				recieveArduino,						GS-4-80-43-42
[ INCOMING ],				2023-07-24 17:56:43,				recieveArduino,						GS-4-70-43-42
[ INCOMING ],				2023-07-24 17:56:43,				recieveArduino,						GS-4-60-43-42
[ INCOMING ],				2023-07-24 17:56:43,				recieveArduino,						GS-4-50-43-42
[ INCOMING ],				2023-07-24 17:56:43,				recieveArduino,						GS-4-40-43-42
[ INCOMING ],				2023-07-24 17:56:44,				recieveArduino,						GS-4-30-43-42
[ INCOMING ],				2023-07-24 17:56:44,				recieveArduino,						GS-4-20-43-41
[ INCOMING ],				2023-07-24 17:56:44,				recieveArduino,						GS-4-10-43-42
[ INCOMING ],				2023-07-24 17:56:45,				recieveArduino,						0		0
[ INCOMING ],				2023-07-24 17:56:45,				recieveArduino,						AT0
[ INCOMING ],				2023-07-24 17:56:45,				recieveArduino,						SS,85
[ INCOMING ],				2023-07-24 17:56:45,				recieveArduino,						GS-1-10-34-34
[ INCOMING ],				2023-07-24 17:56:46,				recieveArduino,						GS-1-20-42-41
[ INCOMING ],				2023-07-24 17:56:46,				recieveArduino,						GS-1-30-43-41
[ INCOMING ],				2023-07-24 17:56:46,				recieveArduino,						GS-1-40-42-41
[ INCOMING ],				2023-07-24 17:56:46,				recieveArduino,						GS-1-50-43-41
[ INCOMING ],				2023-07-24 17:56:47,				recieveArduino,						GS-1-60-43-41
[ INCOMING ],				2023-07-24 17:56:47,				recieveArduino,						GS-1-70-43-41
[ INCOMING ],				2023-07-24 17:56:47,				recieveArduino,						GS-1-80-42-41
[ INCOMING ],				2023-07-24 17:56:47,				recieveArduino,						GS-1-90-43-41
[ INCOMING ],				2023-07-24 17:56:48,				recieveArduino,						GS-1-100-42-41
[ INCOMING ],				2023-07-24 17:56:48,				recieveArduino,						GS-1-110-42-41
[ INCOMING ],				2023-07-24 17:56:48,				recieveArduino,						GS-1-120-43-41
[ INCOMING ],				2023-07-24 17:56:48,				recieveArduino,						GS-1-130-42-41
[ INCOMING ],				2023-07-24 17:56:49,				recieveArduino,						GS-1-140-42-41
[ INCOMING ],				2023-07-24 17:56:49,				recieveArduino,						GS-1-150-42-41
[ INCOMING ],				2023-07-24 17:56:49,				recieveArduino,						GS-1-160-41-40
[ INCOMING ],				2023-07-24 17:56:49,				recieveArduino,						GS-1-170-42-42
[ INCOMING ],				2023-07-24 17:56:50,				recieveArduino,						GS-1-180-39-37
[ INCOMING ],				2023-07-24 17:56:50,				recieveArduino,						SS,80
[ INCOMING ],				2023-07-24 17:56:51,				recieveArduino,						GS-2-170-37-38
[ INCOMING ],				2023-07-24 17:56:51,				recieveArduino,						GS-2-160-41-42
[ INCOMING ],				2023-07-24 17:56:51,				recieveArduino,						GS-2-150-41-42
[ INCOMING ],				2023-07-24 17:56:51,				recieveArduino,						GS-2-140-42-42
[ INCOMING ],				2023-07-24 17:56:52,				recieveArduino,						GS-2-130-40-37
[ INCOMING ],				2023-07-24 17:56:52,				recieveArduino,						GS-2-120-38-38
[ INCOMING ],				2023-07-24 17:56:52,				recieveArduino,						GS-2-110-43-37
[ INCOMING ],				2023-07-24 17:56:52,				recieveArduino,						GS-2-100-43-41
[ INCOMING ],				2023-07-24 17:56:52,				recieveArduino,						GS-2-90-43-41
[ INCOMING ],				2023-07-24 17:56:53,				recieveArduino,						GS-2-80-43-42
[ INCOMING ],				2023-07-24 17:56:53,				recieveArduino,						GS-2-70-43-41
[ INCOMING ],				2023-07-24 17:56:53,				recieveArduino,						GS-2-60-43-42
[ INCOMING ],				2023-07-24 17:56:53,				recieveArduino,						GS-2-50-43-42
[ INCOMING ],				2023-07-24 17:56:54,				recieveArduino,						GS-2-40-43-42
[ INCOMING ],				2023-07-24 17:56:54,				recieveArduino,						GS-2-30-43-41
[ INCOMING ],				2023-07-24 17:56:54,				recieveArduino,						GS-2-20-43-41
[ INCOMING ],				2023-07-24 17:56:54,				recieveArduino,						GS-2-10-43-41
[ INCOMING ],				2023-07-24 17:56:56,				recieveArduino,						GS-3-10-41-37
[ INCOMING ],				2023-07-24 17:56:56,				recieveArduino,						GS-3-20-42-41
[ INCOMING ],				2023-07-24 17:56:56,				recieveArduino,						GS-3-30-43-41
[ INCOMING ],				2023-07-24 17:56:56,				recieveArduino,						GS-3-40-43-41
[ INCOMING ],				2023-07-24 17:56:57,				recieveArduino,						GS-3-50-43-41
[ INCOMING ],				2023-07-24 17:56:57,				recieveArduino,						GS-3-60-43-42
[ INCOMING ],				2023-07-24 17:56:57,				recieveArduino,						GS-3-70-43-42
[ INCOMING ],				2023-07-24 17:56:57,				recieveArduino,						GS-3-80-43-41
[ INCOMING ],				2023-07-24 17:56:58,				recieveArduino,						GS-3-90-43-42
[ INCOMING ],				2023-07-24 17:56:58,				recieveArduino,						GS-3-100-42-42
[ INCOMING ],				2023-07-24 17:56:58,				recieveArduino,						GS-3-110-43-42
[ INCOMING ],				2023-07-24 17:56:58,				recieveArduino,						GS-3-120-43-41
[ INCOMING ],				2023-07-24 17:56:59,				recieveArduino,						GS-3-130-43-38
[ INCOMING ],				2023-07-24 17:56:59,				recieveArduino,						GS-3-140-34-30
[ INCOMING ],				2023-07-24 17:56:59,				recieveArduino,						GS-3-150-25-14
[ INCOMING ],				2023-07-24 17:56:59,				recieveArduino,						GS-3-160-30-23
[ INCOMING ],				2023-07-24 17:57:00,				recieveArduino,						GS-3-170-37-32
[ INCOMING ],				2023-07-24 17:57:00,				recieveArduino,						GS-3-180-28-23
[ INCOMING ],				2023-07-24 17:57:00,				recieveArduino,						SS,70
[ INCOMING ],				2023-07-24 17:57:01,				recieveArduino,						GS-4-170-29-31
[ INCOMING ],				2023-07-24 17:57:01,				recieveArduino,						GS-4-160-41-31
[ INCOMING ],				2023-07-24 17:57:01,				recieveArduino,						GS-4-150-40-42
[ INCOMING ],				2023-07-24 17:57:01,				recieveArduino,						GS-4-140-42-42
[ INCOMING ],				2023-07-24 17:57:02,				recieveArduino,						GS-4-130-43-42
[ INCOMING ],				2023-07-24 17:57:02,				recieveArduino,						GS-4-120-43-38
[ INCOMING ],				2023-07-24 17:57:02,				recieveArduino,						GS-4-110-43-37
[ INCOMING ],				2023-07-24 17:57:02,				recieveArduino,						GS-4-100-43-42
[ INCOMING ],				2023-07-24 17:57:03,				recieveArduino,						GS-4-90-43-42
[ INCOMING ],				2023-07-24 17:57:03,				recieveArduino,						GS-4-80-43-42
[ INCOMING ],				2023-07-24 17:57:03,				recieveArduino,						GS-4-70-43-42
[ INCOMING ],				2023-07-24 17:57:03,				recieveArduino,						GS-4-60-43-42
[ INCOMING ],				2023-07-24 17:57:04,				recieveArduino,						GS-4-50-43-42
[ INCOMING ],				2023-07-24 17:57:04,				recieveArduino,						GS-4-40-43-42
[ INCOMING ],				2023-07-24 17:57:04,				recieveArduino,						GS-4-30-43-42
[ INCOMING ],				2023-07-24 17:57:04,				recieveArduino,						GS-4-20-44-42
[ INCOMING ],				2023-07-24 17:57:05,				recieveArduino,						GS-4-10-43-42
[ INCOMING ],				2023-07-24 17:57:06,				recieveArduino,						0		42
[ INCOMING ],				2023-07-24 17:57:06,				recieveArduino,						AT42
[ INCOMING ],				2023-07-24 17:57:06,				recieveArduino,						SS,85
[ INCOMING ],				2023-07-24 17:57:07,				recieveArduino,						GS-1-10-0-0
[ INCOMING ],				2023-07-24 17:57:07,				recieveArduino,						GS-1-20-0-0
[ INCOMING ],				2023-07-24 17:57:07,				recieveArduino,						GS-1-30-0-0
[ INCOMING ],				2023-07-24 17:57:07,				recieveArduino,						GS-1-40-0-0
[ INCOMING ],				2023-07-24 17:57:08,				recieveArduino,						GS-1-50-0-0
[ INCOMING ],				2023-07-24 17:57:08,				recieveArduino,						GS-1-60-0-0
[ INCOMING ],				2023-07-24 17:57:08,				recieveArduino,						GS-1-70-0-0
[ INCOMING ],				2023-07-24 17:57:08,				recieveArduino,						GS-1-80-0-0
[ INCOMING ],				2023-07-24 17:57:09,				recieveArduino,						GS-1-90-0-0
[ INCOMING ],				2023-07-24 17:57:09,				recieveArduino,						GS-1-100-0-0
[ INCOMING ],				2023-07-24 17:57:09,				recieveArduino,						GS-1-110-0-0
[ INCOMING ],				2023-07-24 17:57:09,				recieveArduino,						GS-1-120-0-0
[ INCOMING ],				2023-07-24 17:57:10,				recieveArduino,						GS-1-130-0-0
[ INCOMING ],				2023-07-24 17:57:10,				recieveArduino,						GS-1-140-0-0
[ INCOMING ],				2023-07-24 17:57:10,				recieveArduino,						GS-1-150-0-0
[ INCOMING ],				2023-07-24 17:57:10,				recieveArduino,						GS-1-160-0-0
[ INCOMING ],				2023-07-24 17:57:11,				recieveArduino,						GS-1-170-0-0
[ INCOMING ],				2023-07-24 17:57:11,				recieveArduino,						GS-1-180-0-0
[ INCOMING ],				2023-07-24 17:57:11,				recieveArduino,						SS,80
[ INCOMING ],				2023-07-24 17:57:12,				recieveArduino,						GS-2-170-0-0
[ INCOMING ],				2023-07-24 17:57:12,				recieveArduino,						GS-2-160-0-0
[ INCOMING ],				2023-07-24 17:57:12,				recieveArduino,						GS-2-150-30-26
[ INCOMING ],				2023-07-24 17:57:12,				recieveArduino,						GS-2-140-0-0
[ INCOMING ],				2023-07-24 17:57:13,				recieveArduino,						GS-2-130-0-0
[ INCOMING ],				2023-07-24 17:57:13,				recieveArduino,						GS-2-120-0-0
[ INCOMING ],				2023-07-24 17:57:13,				recieveArduino,						GS-2-110-0-0
[ INCOMING ],				2023-07-24 17:57:13,				recieveArduino,						GS-2-100-0-0
[ INCOMING ],				2023-07-24 17:57:14,				recieveArduino,						GS-2-90-0-0
[ INCOMING ],				2023-07-24 17:57:14,				recieveArduino,						GS-2-80-0-0
[ INCOMING ],				2023-07-24 17:57:14,				recieveArduino,						GS-2-70-0-0
[ INCOMING ],				2023-07-24 17:57:14,				recieveArduino,						GS-2-60-0-0
[ INCOMING ],				2023-07-24 17:57:15,				recieveArduino,						GS-2-50-0-0
[ INCOMING ],				2023-07-24 17:57:15,				recieveArduino,						GS-2-40-0-0
[ INCOMING ],				2023-07-24 17:57:15,				recieveArduino,						GS-2-30-0-0
[ INCOMING ],				2023-07-24 17:57:15,				recieveArduino,						GS-2-20-0-0
[ INCOMING ],				2023-07-24 17:57:16,				recieveArduino,						GS-2-10-0-0
[ INCOMING ],				2023-07-24 17:57:17,				recieveArduino,						GS-3-10-0-0
[ INCOMING ],				2023-07-24 17:57:17,				recieveArduino,						GS-3-20-0-0
[ INCOMING ],				2023-07-24 17:57:17,				recieveArduino,						GS-3-30-0-0
[ INCOMING ],				2023-07-24 17:57:18,				recieveArduino,						GS-3-40-0-0
[ INCOMING ],				2023-07-24 17:57:18,				recieveArduino,						GS-3-50-0-0
[ INCOMING ],				2023-07-24 17:57:18,				recieveArduino,						GS-3-60-0-53
[ INCOMING ],				2023-07-24 17:57:18,				recieveArduino,						GS-3-70-0-53
[ INCOMING ],				2023-07-24 17:57:19,				recieveArduino,						GS-3-80-0-53
[ INCOMING ],				2023-07-24 17:57:19,				recieveArduino,						GS-3-90-0-53
[ INCOMING ],				2023-07-24 17:57:19,				recieveArduino,						GS-3-100-53-53
[ INCOMING ],				2023-07-24 17:57:19,				recieveArduino,						GS-3-110-53-53
[ INCOMING ],				2023-07-24 17:57:20,				recieveArduino,						GS-3-120-53-53
[ INCOMING ],				2023-07-24 17:57:20,				recieveArduino,						GS-3-130-0-53
[ INCOMING ],				2023-07-24 17:57:20,				recieveArduino,						GS-3-140-0-53
[ INCOMING ],				2023-07-24 17:57:20,				recieveArduino,						GS-3-150-0-28
[ INCOMING ],				2023-07-24 17:57:21,				recieveArduino,						GS-3-160-0-25
[ INCOMING ],				2023-07-24 17:57:21,				recieveArduino,						GS-3-170-0-33
[ INCOMING ],				2023-07-24 17:57:21,				recieveArduino,						GS-3-180-0-32
[ INCOMING ],				2023-07-24 17:57:21,				recieveArduino,						SS,70
[ INCOMING ],				2023-07-24 17:57:22,				recieveArduino,						GS-4-170-0-0
[ INCOMING ],				2023-07-24 17:57:22,				recieveArduino,						GS-4-160-0-0
[ INCOMING ],				2023-07-24 17:57:23,				recieveArduino,						GS-4-150-0-0
[ INCOMING ],				2023-07-24 17:57:23,				recieveArduino,						GS-4-140-0-0
[ INCOMING ],				2023-07-24 17:57:23,				recieveArduino,						GS-4-130-0-0
[ INCOMING ],				2023-07-24 17:57:23,				recieveArduino,						GS-4-120-0-0
[ INCOMING ],				2023-07-24 17:57:24,				recieveArduino,						GS-4-110-0-0
[ INCOMING ],				2023-07-24 17:57:24,				recieveArduino,						GS-4-100-0-54
[ INCOMING ],				2023-07-24 17:57:24,				recieveArduino,						GS-4-90-0-0
[ INCOMING ],				2023-07-24 17:57:24,				recieveArduino,						GS-4-80-0-0
[ INCOMING ],				2023-07-24 17:57:25,				recieveArduino,						GS-4-70-0-0
[ INCOMING ],				2023-07-24 17:57:25,				recieveArduino,						GS-4-60-0-0
[ INCOMING ],				2023-07-24 17:57:25,				recieveArduino,						GS-4-50-0-0
[ INCOMING ],				2023-07-24 17:57:25,				recieveArduino,						GS-4-40-0-0
[ INCOMING ],				2023-07-24 17:57:26,				recieveArduino,						GS-4-30-0-0
[ INCOMING ],				2023-07-24 17:57:26,				recieveArduino,						GS-4-20-0-0
[ INCOMING ],				2023-07-24 17:57:26,				recieveArduino,						GS-4-10-0-0
[ INCOMING ],				2023-07-24 17:57:27,				recieveArduino,						0		53
[ INCOMING ],				2023-07-24 17:57:27,				recieveArduino,						AT53
[ INCOMING ],				2023-07-24 17:57:27,				recieveArduino,						SS,85
[ INCOMING ],				2023-07-24 17:57:28,				recieveArduino,						GS-1-10-0-0
[ INCOMING ],				2023-07-24 17:57:28,				recieveArduino,						GS-1-20-0-0
[ INCOMING ],				2023-07-24 17:57:29,				recieveArduino,						GS-1-30-0-0
[ INCOMING ],				2023-07-24 17:57:29,				recieveArduino,						GS-1-40-0-0
[ INCOMING ],				2023-07-24 17:57:29,				recieveArduino,						GS-1-50-0-0
[ INCOMING ],				2023-07-24 17:57:29,				recieveArduino,						GS-1-60-0-0
[ INCOMING ],				2023-07-24 17:57:30,				recieveArduino,						GS-1-70-0-0
[ INCOMING ],				2023-07-24 17:57:30,				recieveArduino,						GS-1-80-0-0
[ INCOMING ],				2023-07-24 17:57:30,				recieveArduino,						GS-1-90-0-0
[ INCOMING ],				2023-07-24 17:57:30,				recieveArduino,						GS-1-100-0-0
[ INCOMING ],				2023-07-24 17:57:31,				recieveArduino,						GS-1-110-0-0
[ INCOMING ],				2023-07-24 17:57:31,				recieveArduino,						GS-1-120-0-0
[ INCOMING ],				2023-07-24 17:57:31,				recieveArduino,						GS-1-130-0-0
[ INCOMING ],				2023-07-24 17:57:31,				recieveArduino,						GS-1-140-0-35
[ INCOMING ],				2023-07-24 17:57:32,				recieveArduino,						GS-1-150-0-32
[ INCOMING ],				2023-07-24 17:57:32,				recieveArduino,						GS-1-160-0-0
[ INCOMING ],				2023-07-24 17:57:32,				recieveArduino,						GS-1-170-0-0
[ INCOMING ],				2023-07-24 17:57:32,				recieveArduino,						GS-1-180-0-37
[ INCOMING ],				2023-07-24 17:57:33,				recieveArduino,						SS,80
[ INCOMING ],				2023-07-24 17:57:33,				recieveArduino,						GS-2-170-0-0
[ INCOMING ],				2023-07-24 17:57:34,				recieveArduino,						GS-2-160-43-42
[ INCOMING ],				2023-07-24 17:57:34,				recieveArduino,						GS-2-150-0-0
[ INCOMING ],				2023-07-24 17:57:34,				recieveArduino,						GS-2-140-0-0
[ INCOMING ],				2023-07-24 17:57:34,				recieveArduino,						GS-2-130-0-0
[ INCOMING ],				2023-07-24 17:57:35,				recieveArduino,						GS-2-120-0-0
[ INCOMING ],				2023-07-24 17:57:35,				recieveArduino,						GS-2-110-0-0
[ INCOMING ],				2023-07-24 17:57:35,				recieveArduino,						GS-2-100-0-0
[ INCOMING ],				2023-07-24 17:57:35,				recieveArduino,						GS-2-90-0-0
[ INCOMING ],				2023-07-24 17:57:36,				recieveArduino,						GS-2-80-0-0
[ INCOMING ],				2023-07-24 17:57:36,				recieveArduino,						GS-2-70-0-0
[ INCOMING ],				2023-07-24 17:57:36,				recieveArduino,						GS-2-60-0-0
[ INCOMING ],				2023-07-24 17:57:37,				recieveArduino,						GS-2-50-0-0
[ INCOMING ],				2023-07-24 17:57:37,				recieveArduino,						GS-2-40-0-0
[ INCOMING ],				2023-07-24 17:57:37,				recieveArduino,						GS-2-30-0-0
[ INCOMING ],				2023-07-24 17:57:37,				recieveArduino,						GS-2-20-0-0
[ INCOMING ],				2023-07-24 17:57:38,				recieveArduino,						GS-2-10-0-0
[ INCOMING ],				2023-07-24 17:57:38,				recieveArduino,						SS,75
[ INCOMING ],				2023-07-24 17:57:38,				recieveArduino,						GS-3-10-42-44
[ INCOMING ],				2023-07-24 17:57:38,				recieveArduino,						GS-3-20-0-0
[ INCOMING ],				2023-07-24 17:57:39,				recieveArduino,						GS-3-30-0-0
[ INCOMING ],				2023-07-24 17:57:39,				recieveArduino,						GS-3-40-0-0
[ INCOMING ],				2023-07-24 17:57:39,				recieveArduino,						GS-3-50-0-0
[ INCOMING ],				2023-07-24 17:57:39,				recieveArduino,						GS-3-60-0-0
[ INCOMING ],				2023-07-24 17:57:40,				recieveArduino,						GS-3-70-0-0
[ INCOMING ],				2023-07-24 17:57:40,				recieveArduino,						GS-3-80-0-0
[ INCOMING ],				2023-07-24 17:57:40,				recieveArduino,						GS-3-90-0-0
[ INCOMING ],				2023-07-24 17:57:40,				recieveArduino,						GS-3-100-0-0
[ INCOMING ],				2023-07-24 17:57:41,				recieveArduino,						GS-3-110-0-0
[ INCOMING ],				2023-07-24 17:57:41,				recieveArduino,						GS-3-120-0-0
[ INCOMING ],				2023-07-24 17:57:41,				recieveArduino,						GS-3-130-0-0
[ INCOMING ],				2023-07-24 17:57:41,				recieveArduino,						GS-3-140-0-44
[ INCOMING ],				2023-07-24 17:57:42,				recieveArduino,						GS-3-150-0-0
[ INCOMING ],				2023-07-24 17:57:42,				recieveArduino,						GS-3-160-40-37
[ INCOMING ],				2023-07-24 17:57:42,				recieveArduino,						GS-3-170-32-37
[ INCOMING ],				2023-07-24 17:57:42,				recieveArduino,						GS-3-180-35-32
[ INCOMING ],				2023-07-24 17:57:42,				recieveArduino,						SS,70
[ INCOMING ],				2023-07-24 17:57:43,				recieveArduino,						GS-4-170-42-0
[ INCOMING ],				2023-07-24 17:57:44,				recieveArduino,						GS-4-160-0-0
[ INCOMING ],				2023-07-24 17:57:44,				recieveArduino,						GS-4-150-0-0
[ INCOMING ],				2023-07-24 17:57:44,				recieveArduino,						GS-4-140-0-0
[ INCOMING ],				2023-07-24 17:57:44,				recieveArduino,						GS-4-130-0-0
[ INCOMING ],				2023-07-24 17:57:45,				recieveArduino,						GS-4-120-0-0
[ INCOMING ],				2023-07-24 17:57:45,				recieveArduino,						GS-4-110-0-0
[ INCOMING ],				2023-07-24 17:57:45,				recieveArduino,						GS-4-100-0-0
[ INCOMING ],				2023-07-24 17:57:45,				recieveArduino,						GS-4-90-0-0
[ INCOMING ],				2023-07-24 17:57:46,				recieveArduino,						GS-4-80-0-0
[ INCOMING ],				2023-07-24 17:57:46,				recieveArduino,						GS-4-70-0-0
[ INCOMING ],				2023-07-24 17:57:46,				recieveArduino,						GS-4-60-0-0
[ INCOMING ],				2023-07-24 17:57:46,				recieveArduino,						GS-4-50-0-0
[ INCOMING ],				2023-07-24 17:57:47,				recieveArduino,						GS-4-40-0-0
[ INCOMING ],				2023-07-24 17:57:47,				recieveArduino,						GS-4-30-0-0
[ INCOMING ],				2023-07-24 17:57:47,				recieveArduino,						GS-4-20-0-0
[ INCOMING ],				2023-07-24 17:57:48,				recieveArduino,						GS-4-10-0-0
[ INCOMING ],				2023-07-24 17:57:49,				recieveArduino,						0		52
[ INCOMING ],				2023-07-24 17:57:49,				recieveArduino,						AT52
[ INCOMING ],				2023-07-24 17:57:49,				recieveArduino,						SS,85
[ INCOMING ],				2023-07-24 17:57:49,				recieveArduino,						GS-1-10-0-0
[ INCOMING ],				2023-07-24 17:57:50,				recieveArduino,						GS-1-20-0-0
[ INCOMING ],				2023-07-24 17:57:50,				recieveArduino,						GS-1-30-0-0
[ INCOMING ],				2023-07-24 17:57:50,				recieveArduino,						GS-1-40-0-0
[ INCOMING ],				2023-07-24 17:57:50,				recieveArduino,						GS-1-50-0-0
